"ms","ms_name_en","cci","programme_title_short","status","version","last_adoption_date_ecms","priority_code","priority_name","policy_objective_short_name","policy_objective_code","policy_objective_name","specific_objective_short_name","specific_objective_code","specific_objective_name","dimension_type","category_title_short","category_code","category_name","fund","category_of_region","cofinancing_rate","eu_amount","total_amount","climate_weighting","eu_climate_amount","total_climate_amount","environmental_weighting","eu_environmental_amount","total_environmental_amount","biodiversity_weighting","eu_biodiversity_amount","total_biodiversity_amount","gender_weighting","eu_gender_amount","total_gender_amount","clean_air_weighting","eu_clean_air_amount","total_clean_air_amount","digital_weighting","eu_amount_digital","total_amount_digital","sustainable_urban_development","territorial_tool","territory_type","un_sdg_tracking","jtf_themes","priority_type_code","priority_type_description"
"FR","France","2021FR16RFPR001","Saint Martin ERDF","Adopted by EC","1.2","2023-03-22","1","Développer une économie régionale innovante et compétitive par la création d’un environnement propice au développement de la recherche sur la biodiversité caribéenne, la consolidation du tissu entrepreneurial local et le soutien à l’innovation sur le territoire","PO1 Smarter Europe","1","Smarter Europe","RSO1.3 Growth and competitiveness of SMEs","RSO1.3","Growth and competitiveness of SMEs","Form of Support","03 Financial instruments: loan","03","Support through financial instruments: loan","ERDF","Less developed","0.6500000524","1550000","2384615.19",,,,,,,,,,,,,,,,,,,,,,,,,
"FR","France","2021FR16RFPR001","Saint Martin ERDF","Adopted by EC","1.2","2023-03-22","1","Développer une économie régionale innovante et compétitive par la création d’un environnement propice au développement de la recherche sur la biodiversité caribéenne, la consolidation du tissu entrepreneurial local et le soutien à l’innovation sur le territoire","PO1 Smarter Europe","1","Smarter Europe","RSO1.3 Growth and competitiveness of SMEs","RSO1.3","Growth and competitiveness of SMEs","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","Less developed","0.6500000524","12230000","18815383.1",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"FR","France","2021FR16RFPR001","Saint Martin ERDF","Adopted by EC","1.2","2023-03-22","2","Promouvoir un territoire régional vert par une gestion économe et plus efficiente des ressources favorisant l’économie circulaire et les énergies propres, la prévention et la gestion des risques naturels ainsi que la restauration, protection et la valorisation de la biodiversité","PO2 Greener Europe","2","Greener Europe","RSO2.2 Renewable energy","RSO2.2","Renewable energy","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Less developed","0.6500010425","300000","461537.72",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"FR","France","2021FR16RFPR001","Saint Martin ERDF","Adopted by EC","1.2","2023-03-22","2","Promouvoir un territoire régional vert par une gestion économe et plus efficiente des ressources favorisant l’économie circulaire et les énergies propres, la prévention et la gestion des risques naturels ainsi que la restauration, protection et la valorisation de la biodiversité","PO2 Greener Europe","2","Greener Europe","RSO2.6 Circular economy","RSO2.6","Circular economy","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","Less developed","0.6500010425","4200000","6461528.1",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"CY","Cyprus","2021CY16FFPR001","THALIA – CY – CF/ERDF/ESF+/JTF","Adopted by EC","1.2","2022-07-08","9","Κοινωνική Ένταξη και Καταπολέμηση του Κοινωνικού Αποκλεισμού","PO4 Social Europe","4","Social Europe","ESO4.11 Equal access to quality social and healthcare services","ESO4.11","Equal access to quality social and healthcare services","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ESF+","Transition","0.6","70455180","117425300",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"FR","France","2021FR16RFPR001","Saint Martin ERDF","Adopted by EC","1.2","2023-03-22","1","Développer une économie régionale innovante et compétitive par la création d’un environnement propice au développement de la recherche sur la biodiversité caribéenne, la consolidation du tissu entrepreneurial local et le soutien à l’innovation sur le territoire","PO1 Smarter Europe","1","Smarter Europe","RSO1.2 Reaping the benefits of digitisation","RSO1.2","Reaping the benefits of digitisation","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Less developed","0.6500000524","3300000","5076922.67",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"FR","France","2021FR16RFPR001","Saint Martin ERDF","Adopted by EC","1.2","2023-03-22","2","Promouvoir un territoire régional vert par une gestion économe et plus efficiente des ressources favorisant l’économie circulaire et les énergies propres, la prévention et la gestion des risques naturels ainsi que la restauration, protection et la valorisation de la biodiversité","PO2 Greener Europe","2","Greener Europe","RSO2.1 Energy efficiency","RSO2.1","Energy efficiency","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","Less developed","0.6500010425","1900000","2923072.23",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"PL","Poland","2021PL16FFPR007","Mazowsze - PL - ERDF/ESF+","Adopted by EC","1.2","2022-12-02","VI","Fundusze Europejskie dla aktywnego zawodowo Mazowsza","PO4 Social Europe","4","Social Europe","ESO4.1 Access to employment and activation measures for all","ESO4.1","Access to employment and activation measures for all","ESF Secondary Themes","10 Addressing challenges identified in the European Semester","10","Addressing challenges identified in the European Semester","ESF+","Less developed","0.8499999959","93198000","109644706.41","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,
"SE","Sweden","2021SE16RFPR004","East-Central Sweden –  ERDF ERDF","Adopted by EC","1.1","2022-10-11","2","Ett grönare och koldioxidsnålare Östra Mellansverige","PO2 Greener Europe","2","Greener Europe","RSO2.3 Smart energy systems","RSO2.3","Smart energy systems","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","More developed","0.4","9316242","23290605",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"FR","France","2021FR16RFPR001","Saint Martin ERDF","Adopted by EC","1.2","2023-03-22","3","Assurer la montée en gamme et le développement d’infrastructures de transport compétitif","PO3 Connected Europe","3","Connected Europe","RSO3.2 Sustainable transport","RSO3.2","Sustainable transport","Form of Support","01 grant","01","Grant","ERDF","Outermost or northern sparsely populated","0.6499969618","7278252","11197363.11",,,,,,,,,,,,,,,,,,,,,,,,,
"FR","France","2021FR16RFPR001","Saint Martin ERDF","Adopted by EC","1.2","2023-03-22","4","Doter le territoire d’infrastructures modernes pour une société inclusive","PO4 Social Europe","4","Social Europe","RSO4.3 Integration of marginalised communities","RSO4.3","Integration of marginalised communities","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","Less developed","0.6500000714","1900000","2923076.6",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"SE","Sweden","2021SE16RFPR006","North-Central Sweden –  ERDF","Adopted by EC","1.2","2022-07-11","2","Ett grönare Norra Mellansverige","PO2 Greener Europe","2","Greener Europe","RSO2.3 Smart energy systems","RSO2.3","Smart energy systems","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Transition","0.5","7824945","15649890",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"FR","France","2021FR16RFPR001","Saint Martin ERDF","Adopted by EC","1.2","2023-03-22","1","Développer une économie régionale innovante et compétitive par la création d’un environnement propice au développement de la recherche sur la biodiversité caribéenne, la consolidation du tissu entrepreneurial local et le soutien à l’innovation sur le territoire","PO1 Smarter Europe","1","Smarter Europe","RSO1.1 Enhancing research and innovation","RSO1.1","Enhancing research and innovation","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Less developed","0.6500000524","1680010","2584630.56",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"PL","Poland","2021PL05SFPR001","Social Development - PL - ESF+","Adopted by EC","1.2","2022-12-13","IV","Spójność społeczna i zdrowie","PO4 Social Europe","4","Social Europe","ESO4.7 Lifelong learning and career transitions","ESO4.7","Lifelong learning and career transitions","ESF Secondary Themes","10 Addressing challenges identified in the European Semester","10","Addressing challenges identified in the European Semester","ESF+","More developed","0.5","475501","951002","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,
"PL","Poland","2021PL05SFPR001","Social Development - PL - ESF+","Adopted by EC","1.2","2022-12-13","I","Umiejętności","PO4 Social Europe","4","Social Europe","ESO4.7 Lifelong learning and career transitions","ESO4.7","Lifelong learning and career transitions","ESF Secondary Themes","10 Addressing challenges identified in the European Semester","10","Addressing challenges identified in the European Semester","ESF+","Transition","0.6999999992","26276392","37537702.9","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,
"BE","Belgium","2021BE16RFPR001","Brussels Capital Region – BE – ERDF","Adopted by EC","1.2","2023-03-24","P2","Investissement dans l’environnement au bénéfice des habitants et du développement régional","PO2 Greener Europe","2","Greener Europe","RSO2.7 Nature protection and biodiversity","RSO2.7","Nature protection and biodiversity","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","More developed","0.4","5859136","14647840",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"IE","Ireland","2021IE16JTPR001","Just Transition - IE – JTF","Adopted by EC","1.1","2022-12-15","JTF3","Providing former peat communities with smart and sustainable mobility options to enable them to benefit directly from the green transition","PO8 JTF specific objective","8","JTF specific objective","JSO8.1 Just Transition Fund","JSO8.1","Just Transition Fund","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","JTF","JTF","0.5","9137500","18275000",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"BE","Belgium","2021BE16RFPR001","Brussels Capital Region – BE – ERDF","Adopted by EC","1.2","2023-03-24","P1","L’innovation, la numérisation et la compétitivé des entreprises au service du développement régional","PO1 Smarter Europe","1","Smarter Europe","RSO1.2 Reaping the benefits of digitisation","RSO1.2","Reaping the benefits of digitisation","Gender Equality","03 Gender neutral","03","Gender neutral","ERDF","More developed","0.4","17577408","43943520",,,,,,,,,,"0","0","0",,,,,,,,,,,,,
"IT","Italy","2021IT16FFPR003","Calabria - ERDF/ESF+","Adopted by EC","1.2","2022-11-04","1","Una Calabria più competitiva e intelligente","PO1 Smarter Europe","1","Smarter Europe","RSO1.4 Skills for smart specialisation and transition","RSO1.4","Skills for smart specialisation and transition","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Less developed","0.7000000007","11908727","17012467.13",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"BE","Belgium","2021BE16RFPR001","Brussels Capital Region – BE – ERDF","Adopted by EC","1.2","2023-03-24","P4","Soutien à la politique d’équipement des dynamiques de développement urbain","PO5 Europe closer to citizens","5","Europe closer to citizens","RSO5.1 Integrated development in urban areas","RSO5.1","Integrated development in urban areas","Form of Support","01 grant","01","Grant","ERDF","More developed","0.4","10546445","26366112.5",,,,,,,,,,,,,,,,,,,,,,,,,
"EL","Greece","2021EL16FFPR009","Ipeiros – ERDF/ESF+","Adopted by EC","1.2","2022-09-06","4Β","Ενίσχυση της κοινωνικής συνοχής και του ανθρώπινου δυναμικού","PO4 Social Europe","4","Social Europe","ESO4.1 Access to employment and activation measures for all","ESO4.1","Access to employment and activation measures for all","ESF Secondary Themes","10 Addressing challenges identified in the European Semester","10","Addressing challenges identified in the European Semester","ESF+","Less developed","0.8499999981","7014200","8252000.02","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,
"EL","Greece","2021EL16FFPR015","Voreio Aigaio – ERDF/ESF+","Adopted by EC","1.2","2022-08-30","2","Προστασία του περιβάλλοντος και των πόρων της Περιφέρειας – Προσαρμογή στην Κλιματική Αλλαγή – Πρόληψη και διαχείριση κινδύνων»","PO2 Greener Europe","2","Greener Europe","RSO2.1 Energy efficiency","RSO2.1","Energy efficiency","Territorial delivery mechanism / territorial focus","33 Other approaches: No territorial targeting","33","Other  approaches - No territorial targeting","ERDF","Less developed","0.8499999975","11050000","13000000.04",,,,,,,,,,,,,,,,,,,"Non-SUD","Other approaches","No territorial targeting",,,,
"BE","Belgium","2021BE16RFPR001","Brussels Capital Region – BE – ERDF","Adopted by EC","1.2","2023-03-24","P1","L’innovation, la numérisation et la compétitivé des entreprises au service du développement régional","PO1 Smarter Europe","1","Smarter Europe","RSO1.2 Reaping the benefits of digitisation","RSO1.2","Reaping the benefits of digitisation","Form of Support","01 grant","01","Grant","ERDF","More developed","0.4","17577408","43943520",,,,,,,,,,,,,,,,,,,,,,,,,
